,Unnamed: 0,Any,Trimestre,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Lloguer_mitja,Preu
2512,2512,2018,3,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà mensual (Euros/mes),"923,39"
2513,2513,2018,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà mensual (Euros/mes),"924,81"
2514,2514,2018,3,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà mensual (Euros/mes),"839,47"
2515,2515,2018,3,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà mensual (Euros/mes),"766,82"
2516,2516,2018,3,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà mensual (Euros/mes),"797,84"
2517,2517,2018,3,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà mensual (Euros/mes),"876,58"
2518,2518,2018,3,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà mensual (Euros/mes),"654,77"
2519,2519,2018,3,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà mensual (Euros/mes),"705,6"
2520,2520,2018,3,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà mensual (Euros/mes),"660,93"
2521,2521,2018,3,7,Horta-Guinardó,40,Montbau,Lloguer mitjà mensual (Euros/mes),"763,82"
2522,2522,2018,3,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà mensual (Euros/mes),"822,31"
2523,2523,2018,3,7,Horta-Guinardó,42,la Clota,Lloguer mitjà mensual (Euros/mes),Unknown
2524,2524,2018,3,7,Horta-Guinardó,43,Horta,Lloguer mitjà mensual (Euros/mes),"754,53"
2525,2525,2018,3,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà mensual (Euros/mes),"742,82"
2526,2526,2018,3,8,Nou Barris,45,Porta,Lloguer mitjà mensual (Euros/mes),"712,12"
2527,2527,2018,3,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà mensual (Euros/mes),"682,67"
2528,2528,2018,3,8,Nou Barris,47,Can Peguera,Lloguer mitjà mensual (Euros/mes),Unknown
2529,2529,2018,3,8,Nou Barris,48,la Guineueta,Lloguer mitjà mensual (Euros/mes),"732,86"
2530,2530,2018,3,8,Nou Barris,49,Canyelles,Lloguer mitjà mensual (Euros/mes),"715,45"
2531,2531,2018,3,8,Nou Barris,50,les Roquetes,Lloguer mitjà mensual (Euros/mes),"638,14"
2532,2532,2018,3,8,Nou Barris,51,Verdun,Lloguer mitjà mensual (Euros/mes),"618,91"
2533,2533,2018,3,8,Nou Barris,52,la Prosperitat,Lloguer mitjà mensual (Euros/mes),"667,72"
2534,2534,2018,3,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà mensual (Euros/mes),"584,73"
2535,2535,2018,3,8,Nou Barris,54,Torre Baró,Lloguer mitjà mensual (Euros/mes),Unknown
2536,2536,2018,3,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà mensual (Euros/mes),"514,34"
2537,2537,2018,3,8,Nou Barris,56,Vallbona,Lloguer mitjà mensual (Euros/mes),Unknown
2538,2538,2018,3,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà mensual (Euros/mes),"597,93"
2539,2539,2018,3,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà mensual (Euros/mes),Unknown
2540,2540,2018,3,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà mensual (Euros/mes),"693,69"
2541,2541,2018,3,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà mensual (Euros/mes),"777,06"
2542,2542,2018,3,9,Sant Andreu,61,la Sagrera,Lloguer mitjà mensual (Euros/mes),"783,09"
2543,2543,2018,3,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà mensual (Euros/mes),"787,78"
2544,2544,2018,3,9,Sant Andreu,63,Navas,Lloguer mitjà mensual (Euros/mes),"823,74"
2545,2545,2018,3,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà mensual (Euros/mes),"827,45"
2546,2546,2018,3,10,Sant Martí,65,el Clot,Lloguer mitjà mensual (Euros/mes),"815,1"
2547,2547,2018,3,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà mensual (Euros/mes),"897,67"
2548,2548,2018,3,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà mensual (Euros/mes),"1284,3"
2549,2549,2018,3,10,Sant Martí,68,el Poblenou,Lloguer mitjà mensual (Euros/mes),"1006,81"
2550,2550,2018,3,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà mensual (Euros/mes),"818,55"
2551,2551,2018,3,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà mensual (Euros/mes),"699,06"
2552,2552,2018,3,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà mensual (Euros/mes),"928,02"
2553,2553,2018,3,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà mensual (Euros/mes),"803,49"
2554,2554,2018,3,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà mensual (Euros/mes),"767,1"
2555,2555,2018,4,1,Ciutat Vella,1,el Raval,Lloguer mitjà mensual (Euros/mes),"827,27"
2556,2556,2018,4,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà mensual (Euros/mes),"1057,26"
2557,2557,2018,4,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà mensual (Euros/mes),"913,2"
2558,2558,2018,4,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà mensual (Euros/mes),"1000,52"
2559,2559,2018,4,2,Eixample,5,el Fort Pienc,Lloguer mitjà mensual (Euros/mes),"983,1"
2560,2560,2018,4,2,Eixample,6,la Sagrada Família,Lloguer mitjà mensual (Euros/mes),"930,02"
2561,2561,2018,4,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà mensual (Euros/mes),"1340,38"
2562,2562,2018,4,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),"1164,32"
2563,2563,2018,4,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),"1017,56"
2564,2564,2018,4,2,Eixample,10,Sant Antoni,Lloguer mitjà mensual (Euros/mes),"960,3"
2565,2565,2018,4,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà mensual (Euros/mes),"813,74"
2566,2566,2018,4,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà mensual (Euros/mes),Unknown
2567,2567,2018,4,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà mensual (Euros/mes),"778,52"
2568,2568,2018,4,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà mensual (Euros/mes),"810,24"
2569,2569,2018,4,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà mensual (Euros/mes),"811,0"
2570,2570,2018,4,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà mensual (Euros/mes),"825,36"
2571,2571,2018,4,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà mensual (Euros/mes),"831,19"
2572,2572,2018,4,3,Sants-Montjuïc,18,Sants,Lloguer mitjà mensual (Euros/mes),"834,64"
2573,2573,2018,4,4,Les Corts,19,les Corts,Lloguer mitjà mensual (Euros/mes),"1031,46"
2574,2574,2018,4,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà mensual (Euros/mes),"960,03"
2575,2575,2018,4,4,Les Corts,21,Pedralbes,Lloguer mitjà mensual (Euros/mes),"1615,31"
2576,2576,2018,4,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà mensual (Euros/mes),"898,33"
2577,2577,2018,4,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà mensual (Euros/mes),"1422,8"
2578,2578,2018,4,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà mensual (Euros/mes),"1567,91"
2579,2579,2018,4,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà mensual (Euros/mes),"1283,24"
2580,2580,2018,4,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà mensual (Euros/mes),"1374,82"
2581,2581,2018,4,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà mensual (Euros/mes),"1031,54"
2582,2582,2018,4,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà mensual (Euros/mes),"971,51"
2583,2583,2018,4,6,Gràcia,29,el Coll,Lloguer mitjà mensual (Euros/mes),"748,9"
2584,2584,2018,4,6,Gràcia,30,la Salut,Lloguer mitjà mensual (Euros/mes),"930,09"
2585,2585,2018,4,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà mensual (Euros/mes),"927,06"
2586,2586,2018,4,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà mensual (Euros/mes),"945,81"
2587,2587,2018,4,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà mensual (Euros/mes),"827,04"
2588,2588,2018,4,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà mensual (Euros/mes),"727,05"
2589,2589,2018,4,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà mensual (Euros/mes),"796,35"
2590,2590,2018,4,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà mensual (Euros/mes),"840,52"
2591,2591,2018,4,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà mensual (Euros/mes),"653,21"
2592,2592,2018,4,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà mensual (Euros/mes),"721,23"
2593,2593,2018,4,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà mensual (Euros/mes),"666,91"
2594,2594,2018,4,7,Horta-Guinardó,40,Montbau,Lloguer mitjà mensual (Euros/mes),"750,95"
2595,2595,2018,4,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà mensual (Euros/mes),"876,65"
2596,2596,2018,4,7,Horta-Guinardó,42,la Clota,Lloguer mitjà mensual (Euros/mes),Unknown
2597,2597,2018,4,7,Horta-Guinardó,43,Horta,Lloguer mitjà mensual (Euros/mes),"745,35"
2598,2598,2018,4,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà mensual (Euros/mes),"782,95"
2599,2599,2018,4,8,Nou Barris,45,Porta,Lloguer mitjà mensual (Euros/mes),"723,34"
2600,2600,2018,4,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà mensual (Euros/mes),"692,05"
2601,2601,2018,4,8,Nou Barris,47,Can Peguera,Lloguer mitjà mensual (Euros/mes),Unknown
2602,2602,2018,4,8,Nou Barris,48,la Guineueta,Lloguer mitjà mensual (Euros/mes),"708,41"
2603,2603,2018,4,8,Nou Barris,49,Canyelles,Lloguer mitjà mensual (Euros/mes),"774,38"
2604,2604,2018,4,8,Nou Barris,50,les Roquetes,Lloguer mitjà mensual (Euros/mes),"595,81"
2605,2605,2018,4,8,Nou Barris,51,Verdun,Lloguer mitjà mensual (Euros/mes),"649,22"
2606,2606,2018,4,8,Nou Barris,52,la Prosperitat,Lloguer mitjà mensual (Euros/mes),"698,08"
2607,2607,2018,4,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà mensual (Euros/mes),"575,38"
2608,2608,2018,4,8,Nou Barris,54,Torre Baró,Lloguer mitjà mensual (Euros/mes),Unknown
2609,2609,2018,4,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà mensual (Euros/mes),"514,52"
2610,2610,2018,4,8,Nou Barris,56,Vallbona,Lloguer mitjà mensual (Euros/mes),Unknown
2611,2611,2018,4,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà mensual (Euros/mes),"564,56"
2612,2612,2018,4,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà mensual (Euros/mes),"673,69"
2613,2613,2018,4,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà mensual (Euros/mes),"696,06"
2614,2614,2018,4,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà mensual (Euros/mes),"782,15"
2615,2615,2018,4,9,Sant Andreu,61,la Sagrera,Lloguer mitjà mensual (Euros/mes),"798,32"
2616,2616,2018,4,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà mensual (Euros/mes),"804,74"
2617,2617,2018,4,9,Sant Andreu,63,Navas,Lloguer mitjà mensual (Euros/mes),"840,01"
2618,2618,2018,4,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà mensual (Euros/mes),"851,58"
2619,2619,2018,4,10,Sant Martí,65,el Clot,Lloguer mitjà mensual (Euros/mes),"835,55"
2620,2620,2018,4,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà mensual (Euros/mes),"938,59"
2621,2621,2018,4,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà mensual (Euros/mes),"1292,23"
2622,2622,2018,4,10,Sant Martí,68,el Poblenou,Lloguer mitjà mensual (Euros/mes),"970,64"
2623,2623,2018,4,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà mensual (Euros/mes),"1307,79"
2624,2624,2018,4,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà mensual (Euros/mes),"711,67"
2625,2625,2018,4,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà mensual (Euros/mes),"999,63"
2626,2626,2018,4,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà mensual (Euros/mes),"823,46"
2627,2627,2018,4,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà mensual (Euros/mes),"756,1"
2628,2628,2018,1,1,Ciutat Vella,1,el Raval,Lloguer mitjà per superfície (Euros/m2 mes),"13,74"
2629,2629,2018,1,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà per superfície (Euros/m2 mes),"13,3"
2630,2630,2018,1,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà per superfície (Euros/m2 mes),"17,1"
2631,2631,2018,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà per superfície (Euros/m2 mes),"14,68"
2632,2632,2018,1,2,Eixample,5,el Fort Pienc,Lloguer mitjà per superfície (Euros/m2 mes),"12,63"
2633,2633,2018,1,2,Eixample,6,la Sagrada Família,Lloguer mitjà per superfície (Euros/m2 mes),"13,45"
2634,2634,2018,1,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"13,21"
2635,2635,2018,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"13,49"
2636,2636,2018,1,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"13,51"
2637,2637,2018,1,2,Eixample,10,Sant Antoni,Lloguer mitjà per superfície (Euros/m2 mes),"12,72"
2638,2638,2018,1,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà per superfície (Euros/m2 mes),"13,83"
2639,2639,2018,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà per superfície (Euros/m2 mes),Unknown
2640,2640,2018,1,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà per superfície (Euros/m2 mes),"10,4"
2641,2641,2018,1,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà per superfície (Euros/m2 mes),"12,42"
2642,2642,2018,1,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà per superfície (Euros/m2 mes),"13,23"
2643,2643,2018,1,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà per superfície (Euros/m2 mes),"12,4"
2644,2644,2018,1,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà per superfície (Euros/m2 mes),"12,52"
2645,2645,2018,1,3,Sants-Montjuïc,18,Sants,Lloguer mitjà per superfície (Euros/m2 mes),"12,94"
2646,2646,2018,1,4,Les Corts,19,les Corts,Lloguer mitjà per superfície (Euros/m2 mes),"14,61"
2647,2647,2018,1,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà per superfície (Euros/m2 mes),"13,82"
2648,2648,2018,1,4,Les Corts,21,Pedralbes,Lloguer mitjà per superfície (Euros/m2 mes),"14,92"
2649,2649,2018,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà per superfície (Euros/m2 mes),"11,21"
2650,2650,2018,1,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà per superfície (Euros/m2 mes),"16,04"
2651,2651,2018,1,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà per superfície (Euros/m2 mes),"16,61"
2652,2652,2018,1,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà per superfície (Euros/m2 mes),"16,24"
2653,2653,2018,1,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà per superfície (Euros/m2 mes),"14,43"
2654,2654,2018,1,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà per superfície (Euros/m2 mes),"14,1"
2655,2655,2018,1,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà per superfície (Euros/m2 mes),"13,25"
2656,2656,2018,1,6,Gràcia,29,el Coll,Lloguer mitjà per superfície (Euros/m2 mes),"12,28"
2657,2657,2018,1,6,Gràcia,30,la Salut,Lloguer mitjà per superfície (Euros/m2 mes),"12,05"
2658,2658,2018,1,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà per superfície (Euros/m2 mes),"14,38"
2659,2659,2018,1,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà per superfície (Euros/m2 mes),"13,37"
2660,2660,2018,1,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),"12,63"
2661,2661,2018,1,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà per superfície (Euros/m2 mes),"11,7"
2662,2662,2018,1,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),"11,68"
2663,2663,2018,1,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà per superfície (Euros/m2 mes),"11,47"
2664,2664,2018,1,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà per superfície (Euros/m2 mes),"11,22"
2665,2665,2018,1,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà per superfície (Euros/m2 mes),"11,53"
2666,2666,2018,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà per superfície (Euros/m2 mes),"9,79"
2667,2667,2018,1,7,Horta-Guinardó,40,Montbau,Lloguer mitjà per superfície (Euros/m2 mes),"10,46"
2668,2668,2018,1,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà per superfície (Euros/m2 mes),"12,08"
2669,2669,2018,1,7,Horta-Guinardó,42,la Clota,Lloguer mitjà per superfície (Euros/m2 mes),Unknown
2670,2670,2018,1,7,Horta-Guinardó,43,Horta,Lloguer mitjà per superfície (Euros/m2 mes),"11,6"
2671,2671,2018,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà per superfície (Euros/m2 mes),"11,29"
2672,2672,2018,1,8,Nou Barris,45,Porta,Lloguer mitjà per superfície (Euros/m2 mes),"11,11"
2673,2673,2018,1,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà per superfície (Euros/m2 mes),"11,44"
2674,2674,2018,1,8,Nou Barris,47,Can Peguera,Lloguer mitjà per superfície (Euros/m2 mes),Unknown
2675,2675,2018,1,8,Nou Barris,48,la Guineueta,Lloguer mitjà per superfície (Euros/m2 mes),"9,56"
2676,2676,2018,1,8,Nou Barris,49,Canyelles,Lloguer mitjà per superfície (Euros/m2 mes),"9,02"
2677,2677,2018,1,8,Nou Barris,50,les Roquetes,Lloguer mitjà per superfície (Euros/m2 mes),"11,22"
2678,2678,2018,1,8,Nou Barris,51,Verdun,Lloguer mitjà per superfície (Euros/m2 mes),"11,37"
2679,2679,2018,1,8,Nou Barris,52,la Prosperitat,Lloguer mitjà per superfície (Euros/m2 mes),"11,39"
2680,2680,2018,1,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà per superfície (Euros/m2 mes),"11,65"
2681,2681,2018,1,8,Nou Barris,54,Torre Baró,Lloguer mitjà per superfície (Euros/m2 mes),Unknown
2682,2682,2018,1,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà per superfície (Euros/m2 mes),"8,98"
2683,2683,2018,1,8,Nou Barris,56,Vallbona,Lloguer mitjà per superfície (Euros/m2 mes),Unknown
2684,2684,2018,1,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà per superfície (Euros/m2 mes),"10,28"
2685,2685,2018,1,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà per superfície (Euros/m2 mes),Unknown
2686,2686,2018,1,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà per superfície (Euros/m2 mes),"10,45"
2687,2687,2018,1,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà per superfície (Euros/m2 mes),"11,7"
2688,2688,2018,1,9,Sant Andreu,61,la Sagrera,Lloguer mitjà per superfície (Euros/m2 mes),"11,28"
2689,2689,2018,1,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà per superfície (Euros/m2 mes),"11,68"
2690,2690,2018,1,9,Sant Andreu,63,Navas,Lloguer mitjà per superfície (Euros/m2 mes),"12,12"
2691,2691,2018,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà per superfície (Euros/m2 mes),"12,5"
2692,2692,2018,1,10,Sant Martí,65,el Clot,Lloguer mitjà per superfície (Euros/m2 mes),"12,2"
2693,2693,2018,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),"13,26"
2694,2694,2018,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),"17,28"
2695,2695,2018,1,10,Sant Martí,68,el Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),"14,13"
2696,2696,2018,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),"15,73"
2697,2697,2018,1,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà per superfície (Euros/m2 mes),"10,53"
2698,2698,2018,1,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà per superfície (Euros/m2 mes),"13,2"
2699,2699,2018,1,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà per superfície (Euros/m2 mes),"10,71"
2700,2700,2018,1,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà per superfície (Euros/m2 mes),"10,39"
2701,2701,2018,2,1,Ciutat Vella,1,el Raval,Lloguer mitjà per superfície (Euros/m2 mes),"14,14"
2702,2702,2018,2,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà per superfície (Euros/m2 mes),"14,15"
2703,2703,2018,2,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà per superfície (Euros/m2 mes),"16,31"
2704,2704,2018,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà per superfície (Euros/m2 mes),"15,09"
2705,2705,2018,2,2,Eixample,5,el Fort Pienc,Lloguer mitjà per superfície (Euros/m2 mes),"12,92"
2706,2706,2018,2,2,Eixample,6,la Sagrada Família,Lloguer mitjà per superfície (Euros/m2 mes),"13,4"
2707,2707,2018,2,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"13,71"
2708,2708,2018,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"14,01"
2709,2709,2018,2,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"13,83"
2710,2710,2018,2,2,Eixample,10,Sant Antoni,Lloguer mitjà per superfície (Euros/m2 mes),"13,1"
2711,2711,2018,2,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà per superfície (Euros/m2 mes),"13,41"
2712,2712,2018,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà per superfície (Euros/m2 mes),Unknown
2713,2713,2018,2,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà per superfície (Euros/m2 mes),"10,23"
2714,2714,2018,2,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà per superfície (Euros/m2 mes),"12,59"
2715,2715,2018,2,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà per superfície (Euros/m2 mes),"13,42"
2716,2716,2018,2,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà per superfície (Euros/m2 mes),"11,4"
2717,2717,2018,2,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà per superfície (Euros/m2 mes),"12,86"
2718,2718,2018,2,3,Sants-Montjuïc,18,Sants,Lloguer mitjà per superfície (Euros/m2 mes),"12,82"
2719,2719,2018,2,4,Les Corts,19,les Corts,Lloguer mitjà per superfície (Euros/m2 mes),"14,65"
2720,2720,2018,2,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà per superfície (Euros/m2 mes),"13,35"
2721,2721,2018,2,4,Les Corts,21,Pedralbes,Lloguer mitjà per superfície (Euros/m2 mes),"17,66"
2722,2722,2018,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà per superfície (Euros/m2 mes),"11,57"
2723,2723,2018,2,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà per superfície (Euros/m2 mes),"17,02"
2724,2724,2018,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà per superfície (Euros/m2 mes),"16,42"
2725,2725,2018,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà per superfície (Euros/m2 mes),"15,83"
2726,2726,2018,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà per superfície (Euros/m2 mes),"14,65"
2727,2727,2018,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà per superfície (Euros/m2 mes),"14,38"
2728,2728,2018,2,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà per superfície (Euros/m2 mes),"13,04"
2729,2729,2018,2,6,Gràcia,29,el Coll,Lloguer mitjà per superfície (Euros/m2 mes),"11,78"
2730,2730,2018,2,6,Gràcia,30,la Salut,Lloguer mitjà per superfície (Euros/m2 mes),"12,71"
2731,2731,2018,2,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà per superfície (Euros/m2 mes),"14,51"
2732,2732,2018,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà per superfície (Euros/m2 mes),"13,87"
2733,2733,2018,2,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),"12,65"
2734,2734,2018,2,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà per superfície (Euros/m2 mes),"11,92"
2735,2735,2018,2,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà per superfície (Euros/m2 mes),"11,89"
2736,2736,2018,2,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà per superfície (Euros/m2 mes),"11,44"
2737,2737,2018,2,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà per superfície (Euros/m2 mes),"11,08"
2738,2738,2018,2,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà per superfície (Euros/m2 mes),"11,94"
