,Unnamed: 0,Any,Trimestre,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Lloguer_mitja,Preu
1250,1250,2016,2,2,Eixample,10,Sant Antoni,Lloguer mitjà mensual (Euros/mes),"793,64"
1251,1251,2016,2,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà mensual (Euros/mes),"651,21"
1252,1252,2016,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà mensual (Euros/mes),Unknown
1253,1253,2016,2,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà mensual (Euros/mes),"548,51"
1254,1254,2016,2,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà mensual (Euros/mes),"751,69"
1255,1255,2016,2,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà mensual (Euros/mes),"673,24"
1256,1256,2016,2,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà mensual (Euros/mes),"672,13"
1257,1257,2016,2,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà mensual (Euros/mes),"702,86"
1258,1258,2016,2,3,Sants-Montjuïc,18,Sants,Lloguer mitjà mensual (Euros/mes),"681,39"
1259,1259,2016,2,4,Les Corts,19,les Corts,Lloguer mitjà mensual (Euros/mes),"912,53"
1260,1260,2016,2,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà mensual (Euros/mes),"821,2"
1261,1261,2016,2,4,Les Corts,21,Pedralbes,Lloguer mitjà mensual (Euros/mes),"1660,43"
1262,1262,2016,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà mensual (Euros/mes),"1117,72"
1263,1263,2016,2,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà mensual (Euros/mes),"1197,62"
1264,1264,2016,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà mensual (Euros/mes),"1560,7"
1265,1265,2016,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà mensual (Euros/mes),"1096,73"
1266,1266,2016,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà mensual (Euros/mes),"1189,1"
1267,1267,2016,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà mensual (Euros/mes),"891,63"
1268,1268,2016,2,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà mensual (Euros/mes),"755,85"
1269,1269,2016,2,6,Gràcia,29,el Coll,Lloguer mitjà mensual (Euros/mes),"592,76"
1270,1270,2016,2,6,Gràcia,30,la Salut,Lloguer mitjà mensual (Euros/mes),"772,96"
1271,1271,2016,2,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà mensual (Euros/mes),"773,66"
1272,1272,2016,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà mensual (Euros/mes),"780,36"
1273,1273,2016,2,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà mensual (Euros/mes),"642,91"
1274,1274,2016,2,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà mensual (Euros/mes),"632,0"
1275,1275,2016,2,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà mensual (Euros/mes),"634,75"
1276,1276,2016,2,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà mensual (Euros/mes),"689,66"
1277,1277,2016,2,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà mensual (Euros/mes),"550,3"
1278,1278,2016,2,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà mensual (Euros/mes),"544,56"
1279,1279,2016,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà mensual (Euros/mes),"592,36"
1280,1280,2016,2,7,Horta-Guinardó,40,Montbau,Lloguer mitjà mensual (Euros/mes),"635,14"
1281,1281,2016,2,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà mensual (Euros/mes),"786,32"
1282,1282,2016,2,7,Horta-Guinardó,42,la Clota,Lloguer mitjà mensual (Euros/mes),Unknown
1283,1283,2016,2,7,Horta-Guinardó,43,Horta,Lloguer mitjà mensual (Euros/mes),"620,05"
1284,1284,2016,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà mensual (Euros/mes),"616,99"
1285,1285,2016,2,8,Nou Barris,45,Porta,Lloguer mitjà mensual (Euros/mes),"574,38"
1286,1286,2016,2,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà mensual (Euros/mes),"547,65"
1287,1287,2016,2,8,Nou Barris,47,Can Peguera,Lloguer mitjà mensual (Euros/mes),Unknown
1288,1288,2016,2,8,Nou Barris,48,la Guineueta,Lloguer mitjà mensual (Euros/mes),"613,96"
1289,1289,2016,2,8,Nou Barris,49,Canyelles,Lloguer mitjà mensual (Euros/mes),"621,43"
1290,1290,2016,2,8,Nou Barris,50,les Roquetes,Lloguer mitjà mensual (Euros/mes),"475,41"
1291,1291,2016,2,8,Nou Barris,51,Verdun,Lloguer mitjà mensual (Euros/mes),"526,19"
1292,1292,2016,2,8,Nou Barris,52,la Prosperitat,Lloguer mitjà mensual (Euros/mes),"550,31"
1293,1293,2016,2,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà mensual (Euros/mes),"450,85"
1294,1294,2016,2,8,Nou Barris,54,Torre Baró,Lloguer mitjà mensual (Euros/mes),"447,05"
1295,1295,2016,2,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà mensual (Euros/mes),"427,97"
1296,1296,2016,2,8,Nou Barris,56,Vallbona,Lloguer mitjà mensual (Euros/mes),Unknown
1297,1297,2016,2,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà mensual (Euros/mes),"483,22"
1298,1298,2016,2,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà mensual (Euros/mes),Unknown
1299,1299,2016,2,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà mensual (Euros/mes),"588,23"
1300,1300,2016,2,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà mensual (Euros/mes),"663,31"
1301,1301,2016,2,9,Sant Andreu,61,la Sagrera,Lloguer mitjà mensual (Euros/mes),"619,99"
1302,1302,2016,2,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà mensual (Euros/mes),"635,81"
1303,1303,2016,2,9,Sant Andreu,63,Navas,Lloguer mitjà mensual (Euros/mes),"704,45"
1304,1304,2016,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà mensual (Euros/mes),"690,84"
1305,1305,2016,2,10,Sant Martí,65,el Clot,Lloguer mitjà mensual (Euros/mes),"688,85"
1306,1306,2016,2,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà mensual (Euros/mes),"759,08"
1307,1307,2016,2,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà mensual (Euros/mes),"1151,48"
1308,1308,2016,2,10,Sant Martí,68,el Poblenou,Lloguer mitjà mensual (Euros/mes),"785,11"
1309,1309,2016,2,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà mensual (Euros/mes),"1116,09"
1310,1310,2016,2,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà mensual (Euros/mes),"521,08"
1311,1311,2016,2,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà mensual (Euros/mes),"727,81"
1312,1312,2016,2,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà mensual (Euros/mes),"679,25"
1313,1313,2016,2,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà mensual (Euros/mes),"613,21"
1314,1314,2016,3,1,Ciutat Vella,1,el Raval,Lloguer mitjà mensual (Euros/mes),"666,17"
1315,1315,2016,3,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà mensual (Euros/mes),"851,63"
1316,1316,2016,3,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà mensual (Euros/mes),"686,63"
1317,1317,2016,3,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà mensual (Euros/mes),"839,58"
1318,1318,2016,3,2,Eixample,5,el Fort Pienc,Lloguer mitjà mensual (Euros/mes),"868,35"
1319,1319,2016,3,2,Eixample,6,la Sagrada Família,Lloguer mitjà mensual (Euros/mes),"799,38"
1320,1320,2016,3,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà mensual (Euros/mes),"1143,98"
1321,1321,2016,3,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),"986,21"
1322,1322,2016,3,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),"890,54"
1323,1323,2016,3,2,Eixample,10,Sant Antoni,Lloguer mitjà mensual (Euros/mes),"883,32"
1324,1324,2016,3,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà mensual (Euros/mes),"696,74"
1325,1325,2016,3,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà mensual (Euros/mes),Unknown
1326,1326,2016,3,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà mensual (Euros/mes),"577,47"
1327,1327,2016,3,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà mensual (Euros/mes),"764,38"
1328,1328,2016,3,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà mensual (Euros/mes),"702,72"
1329,1329,2016,3,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà mensual (Euros/mes),"674,88"
1330,1330,2016,3,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà mensual (Euros/mes),"710,45"
1331,1331,2016,3,3,Sants-Montjuïc,18,Sants,Lloguer mitjà mensual (Euros/mes),"740,5"
1332,1332,2016,3,4,Les Corts,19,les Corts,Lloguer mitjà mensual (Euros/mes),"949,97"
1333,1333,2016,3,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà mensual (Euros/mes),"892,28"
1334,1334,2016,3,4,Les Corts,21,Pedralbes,Lloguer mitjà mensual (Euros/mes),"1689,6"
1335,1335,2016,3,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà mensual (Euros/mes),"1302,14"
1336,1336,2016,3,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà mensual (Euros/mes),"1172,86"
1337,1337,2016,3,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà mensual (Euros/mes),"1619,04"
1338,1338,2016,3,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà mensual (Euros/mes),"1083,53"
1339,1339,2016,3,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà mensual (Euros/mes),"1278,66"
1340,1340,2016,3,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà mensual (Euros/mes),"876,77"
1341,1341,2016,3,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà mensual (Euros/mes),"830,24"
1342,1342,2016,3,6,Gràcia,29,el Coll,Lloguer mitjà mensual (Euros/mes),"635,15"
1343,1343,2016,3,6,Gràcia,30,la Salut,Lloguer mitjà mensual (Euros/mes),"855,89"
1344,1344,2016,3,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà mensual (Euros/mes),"827,81"
1345,1345,2016,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà mensual (Euros/mes),"805,87"
1346,1346,2016,3,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà mensual (Euros/mes),"718,5"
1347,1347,2016,3,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà mensual (Euros/mes),"645,66"
1348,1348,2016,3,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà mensual (Euros/mes),"679,39"
1349,1349,2016,3,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà mensual (Euros/mes),"675,69"
1350,1350,2016,3,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà mensual (Euros/mes),"557,55"
1351,1351,2016,3,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà mensual (Euros/mes),"570,1"
1352,1352,2016,3,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà mensual (Euros/mes),"603,75"
1353,1353,2016,3,7,Horta-Guinardó,40,Montbau,Lloguer mitjà mensual (Euros/mes),"646,43"
1354,1354,2016,3,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà mensual (Euros/mes),"796,92"
1355,1355,2016,3,7,Horta-Guinardó,42,la Clota,Lloguer mitjà mensual (Euros/mes),Unknown
1356,1356,2016,3,7,Horta-Guinardó,43,Horta,Lloguer mitjà mensual (Euros/mes),"634,35"
1357,1357,2016,3,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà mensual (Euros/mes),"640,48"
1358,1358,2016,3,8,Nou Barris,45,Porta,Lloguer mitjà mensual (Euros/mes),"617,22"
1359,1359,2016,3,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà mensual (Euros/mes),"538,1"
1360,1360,2016,3,8,Nou Barris,47,Can Peguera,Lloguer mitjà mensual (Euros/mes),Unknown
1361,1361,2016,3,8,Nou Barris,48,la Guineueta,Lloguer mitjà mensual (Euros/mes),"632,29"
1362,1362,2016,3,8,Nou Barris,49,Canyelles,Lloguer mitjà mensual (Euros/mes),"648,75"
1363,1363,2016,3,8,Nou Barris,50,les Roquetes,Lloguer mitjà mensual (Euros/mes),"512,34"
1364,1364,2016,3,8,Nou Barris,51,Verdun,Lloguer mitjà mensual (Euros/mes),"495,52"
1365,1365,2016,3,8,Nou Barris,52,la Prosperitat,Lloguer mitjà mensual (Euros/mes),"584,53"
1366,1366,2016,3,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà mensual (Euros/mes),"419,48"
1367,1367,2016,3,8,Nou Barris,54,Torre Baró,Lloguer mitjà mensual (Euros/mes),"0,0"
1368,1368,2016,3,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà mensual (Euros/mes),"373,14"
1369,1369,2016,3,8,Nou Barris,56,Vallbona,Lloguer mitjà mensual (Euros/mes),Unknown
1370,1370,2016,3,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà mensual (Euros/mes),"459,84"
1371,1371,2016,3,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà mensual (Euros/mes),"256,45"
1372,1372,2016,3,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà mensual (Euros/mes),"558,42"
1373,1373,2016,3,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà mensual (Euros/mes),"658,49"
1374,1374,2016,3,9,Sant Andreu,61,la Sagrera,Lloguer mitjà mensual (Euros/mes),"670,19"
1375,1375,2016,3,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà mensual (Euros/mes),"691,95"
1376,1376,2016,3,9,Sant Andreu,63,Navas,Lloguer mitjà mensual (Euros/mes),"712,32"
1377,1377,2016,3,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà mensual (Euros/mes),"715,52"
1378,1378,2016,3,10,Sant Martí,65,el Clot,Lloguer mitjà mensual (Euros/mes),"708,8"
1379,1379,2016,3,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà mensual (Euros/mes),"839,08"
1380,1380,2016,3,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà mensual (Euros/mes),"1142,76"
1381,1381,2016,3,10,Sant Martí,68,el Poblenou,Lloguer mitjà mensual (Euros/mes),"828,61"
1382,1382,2016,3,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà mensual (Euros/mes),"1268,48"
1383,1383,2016,3,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà mensual (Euros/mes),"556,45"
1384,1384,2016,3,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà mensual (Euros/mes),"856,58"
1385,1385,2016,3,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà mensual (Euros/mes),"716,17"
1386,1386,2016,3,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà mensual (Euros/mes),"617,01"
1387,1387,2016,4,1,Ciutat Vella,1,el Raval,Lloguer mitjà mensual (Euros/mes),"716,7"
1388,1388,2016,4,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà mensual (Euros/mes),"913,96"
1389,1389,2016,4,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà mensual (Euros/mes),"686,31"
1390,1390,2016,4,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà mensual (Euros/mes),"854,18"
1391,1391,2016,4,2,Eixample,5,el Fort Pienc,Lloguer mitjà mensual (Euros/mes),"816,51"
1392,1392,2016,4,2,Eixample,6,la Sagrada Família,Lloguer mitjà mensual (Euros/mes),"806,4"
1393,1393,2016,4,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà mensual (Euros/mes),"1174,38"
1394,1394,2016,4,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),"1012,22"
1395,1395,2016,4,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà mensual (Euros/mes),"926,21"
1396,1396,2016,4,2,Eixample,10,Sant Antoni,Lloguer mitjà mensual (Euros/mes),"882,47"
1397,1397,2016,4,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà mensual (Euros/mes),"706,11"
1398,1398,2016,4,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà mensual (Euros/mes),Unknown
1399,1399,2016,4,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà mensual (Euros/mes),"613,16"
1400,1400,2016,4,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà mensual (Euros/mes),"786,35"
1401,1401,2016,4,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà mensual (Euros/mes),"703,28"
1402,1402,2016,4,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà mensual (Euros/mes),"730,45"
1403,1403,2016,4,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà mensual (Euros/mes),"711,1"
1404,1404,2016,4,3,Sants-Montjuïc,18,Sants,Lloguer mitjà mensual (Euros/mes),"740,28"
1405,1405,2016,4,4,Les Corts,19,les Corts,Lloguer mitjà mensual (Euros/mes),"983,48"
1406,1406,2016,4,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà mensual (Euros/mes),"866,43"
1407,1407,2016,4,4,Les Corts,21,Pedralbes,Lloguer mitjà mensual (Euros/mes),"1692,2"
1408,1408,2016,4,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà mensual (Euros/mes),"1354,62"
1409,1409,2016,4,5,Sarrià-Sant Gervasi,23,Sarrià,Lloguer mitjà mensual (Euros/mes),"1185,85"
1410,1410,2016,4,5,Sarrià-Sant Gervasi,24,les Tres Torres,Lloguer mitjà mensual (Euros/mes),"1490,72"
1411,1411,2016,4,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Lloguer mitjà mensual (Euros/mes),"1197,72"
1412,1412,2016,4,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Lloguer mitjà mensual (Euros/mes),"1298,95"
1413,1413,2016,4,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Lloguer mitjà mensual (Euros/mes),"904,17"
1414,1414,2016,4,6,Gràcia,28,Vallcarca i els Penitents,Lloguer mitjà mensual (Euros/mes),"818,69"
1415,1415,2016,4,6,Gràcia,29,el Coll,Lloguer mitjà mensual (Euros/mes),"653,69"
1416,1416,2016,4,6,Gràcia,30,la Salut,Lloguer mitjà mensual (Euros/mes),"784,91"
1417,1417,2016,4,6,Gràcia,31,la Vila de Gràcia,Lloguer mitjà mensual (Euros/mes),"829,23"
1418,1418,2016,4,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Lloguer mitjà mensual (Euros/mes),"823,72"
1419,1419,2016,4,7,Horta-Guinardó,33,el Baix Guinardó,Lloguer mitjà mensual (Euros/mes),"747,31"
1420,1420,2016,4,7,Horta-Guinardó,34,Can Baró,Lloguer mitjà mensual (Euros/mes),"658,74"
1421,1421,2016,4,7,Horta-Guinardó,35,el Guinardó,Lloguer mitjà mensual (Euros/mes),"705,71"
1422,1422,2016,4,7,Horta-Guinardó,36,la Font d'en Fargues,Lloguer mitjà mensual (Euros/mes),"761,28"
1423,1423,2016,4,7,Horta-Guinardó,37,el Carmel,Lloguer mitjà mensual (Euros/mes),"597,13"
1424,1424,2016,4,7,Horta-Guinardó,38,la Teixonera,Lloguer mitjà mensual (Euros/mes),"672,65"
1425,1425,2016,4,7,Horta-Guinardó,39,Sant Genís dels Agudells,Lloguer mitjà mensual (Euros/mes),"623,6"
1426,1426,2016,4,7,Horta-Guinardó,40,Montbau,Lloguer mitjà mensual (Euros/mes),"668,46"
1427,1427,2016,4,7,Horta-Guinardó,41,la Vall d'Hebron,Lloguer mitjà mensual (Euros/mes),"778,67"
1428,1428,2016,4,7,Horta-Guinardó,42,la Clota,Lloguer mitjà mensual (Euros/mes),Unknown
1429,1429,2016,4,7,Horta-Guinardó,43,Horta,Lloguer mitjà mensual (Euros/mes),"668,66"
1430,1430,2016,4,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Lloguer mitjà mensual (Euros/mes),"684,2"
1431,1431,2016,4,8,Nou Barris,45,Porta,Lloguer mitjà mensual (Euros/mes),"672,64"
1432,1432,2016,4,8,Nou Barris,46,el Turó de la Peira,Lloguer mitjà mensual (Euros/mes),"582,12"
1433,1433,2016,4,8,Nou Barris,47,Can Peguera,Lloguer mitjà mensual (Euros/mes),"301,82"
1434,1434,2016,4,8,Nou Barris,48,la Guineueta,Lloguer mitjà mensual (Euros/mes),"666,83"
1435,1435,2016,4,8,Nou Barris,49,Canyelles,Lloguer mitjà mensual (Euros/mes),"617,52"
1436,1436,2016,4,8,Nou Barris,50,les Roquetes,Lloguer mitjà mensual (Euros/mes),"523,02"
1437,1437,2016,4,8,Nou Barris,51,Verdun,Lloguer mitjà mensual (Euros/mes),"565,89"
1438,1438,2016,4,8,Nou Barris,52,la Prosperitat,Lloguer mitjà mensual (Euros/mes),"589,24"
1439,1439,2016,4,8,Nou Barris,53,la Trinitat Nova,Lloguer mitjà mensual (Euros/mes),"438,65"
1440,1440,2016,4,8,Nou Barris,54,Torre Baró,Lloguer mitjà mensual (Euros/mes),"416,39"
1441,1441,2016,4,8,Nou Barris,55,Ciutat Meridiana,Lloguer mitjà mensual (Euros/mes),"446,13"
1442,1442,2016,4,8,Nou Barris,56,Vallbona,Lloguer mitjà mensual (Euros/mes),Unknown
1443,1443,2016,4,9,Sant Andreu,57,la Trinitat Vella,Lloguer mitjà mensual (Euros/mes),"552,81"
1444,1444,2016,4,9,Sant Andreu,58,Baró de Viver,Lloguer mitjà mensual (Euros/mes),Unknown
1445,1445,2016,4,9,Sant Andreu,59,el Bon Pastor,Lloguer mitjà mensual (Euros/mes),"555,12"
1446,1446,2016,4,9,Sant Andreu,60,Sant Andreu,Lloguer mitjà mensual (Euros/mes),"690,64"
1447,1447,2016,4,9,Sant Andreu,61,la Sagrera,Lloguer mitjà mensual (Euros/mes),"709,11"
1448,1448,2016,4,9,Sant Andreu,62,el Congrés i els Indians,Lloguer mitjà mensual (Euros/mes),"662,25"
1449,1449,2016,4,9,Sant Andreu,63,Navas,Lloguer mitjà mensual (Euros/mes),"768,66"
1450,1450,2016,4,10,Sant Martí,64,el Camp de l'Arpa del Clot,Lloguer mitjà mensual (Euros/mes),"720,39"
1451,1451,2016,4,10,Sant Martí,65,el Clot,Lloguer mitjà mensual (Euros/mes),"728,87"
1452,1452,2016,4,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Lloguer mitjà mensual (Euros/mes),"886,66"
1453,1453,2016,4,10,Sant Martí,67,la Vila Olímpica del Poblenou,Lloguer mitjà mensual (Euros/mes),"1285,61"
1454,1454,2016,4,10,Sant Martí,68,el Poblenou,Lloguer mitjà mensual (Euros/mes),"840,76"
1455,1455,2016,4,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Lloguer mitjà mensual (Euros/mes),"1181,15"
1456,1456,2016,4,10,Sant Martí,70,el Besòs i el Maresme,Lloguer mitjà mensual (Euros/mes),"571,6"
1457,1457,2016,4,10,Sant Martí,71,Provençals del Poblenou,Lloguer mitjà mensual (Euros/mes),"987,18"
1458,1458,2016,4,10,Sant Martí,72,Sant Martí de Provençals,Lloguer mitjà mensual (Euros/mes),"720,74"
1459,1459,2016,4,10,Sant Martí,73,la Verneda i la Pau,Lloguer mitjà mensual (Euros/mes),"591,86"
1460,1460,2016,1,1,Ciutat Vella,1,el Raval,Lloguer mitjà per superfície (Euros/m2 mes),"11,65"
1461,1461,2016,1,1,Ciutat Vella,2,el Barri Gòtic,Lloguer mitjà per superfície (Euros/m2 mes),"13,47"
1462,1462,2016,1,1,Ciutat Vella,3,la Barceloneta,Lloguer mitjà per superfície (Euros/m2 mes),"17,3"
1463,1463,2016,1,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Lloguer mitjà per superfície (Euros/m2 mes),"12,94"
1464,1464,2016,1,2,Eixample,5,el Fort Pienc,Lloguer mitjà per superfície (Euros/m2 mes),"11,19"
1465,1465,2016,1,2,Eixample,6,la Sagrada Família,Lloguer mitjà per superfície (Euros/m2 mes),"12,07"
1466,1466,2016,1,2,Eixample,7,la Dreta de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"12,33"
1467,1467,2016,1,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"11,91"
1468,1468,2016,1,2,Eixample,9,la Nova Esquerra de l'Eixample,Lloguer mitjà per superfície (Euros/m2 mes),"11,51"
1469,1469,2016,1,2,Eixample,10,Sant Antoni,Lloguer mitjà per superfície (Euros/m2 mes),"11,64"
1470,1470,2016,1,3,Sants-Montjuïc,11,el Poble Sec,Lloguer mitjà per superfície (Euros/m2 mes),"11,62"
1471,1471,2016,1,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Lloguer mitjà per superfície (Euros/m2 mes),"6,96"
1472,1472,2016,1,3,Sants-Montjuïc,13,la Marina de Port,Lloguer mitjà per superfície (Euros/m2 mes),"7,24"
1473,1473,2016,1,3,Sants-Montjuïc,14,la Font de la Guatlla,Lloguer mitjà per superfície (Euros/m2 mes),"11,23"
1474,1474,2016,1,3,Sants-Montjuïc,15,Hostafrancs,Lloguer mitjà per superfície (Euros/m2 mes),"11,76"
1475,1475,2016,1,3,Sants-Montjuïc,16,la Bordeta,Lloguer mitjà per superfície (Euros/m2 mes),"10,56"
1476,1476,2016,1,3,Sants-Montjuïc,17,Sants - Badal,Lloguer mitjà per superfície (Euros/m2 mes),"11,07"
1477,1477,2016,1,3,Sants-Montjuïc,18,Sants,Lloguer mitjà per superfície (Euros/m2 mes),"11,05"
1478,1478,2016,1,4,Les Corts,19,les Corts,Lloguer mitjà per superfície (Euros/m2 mes),"12,63"
1479,1479,2016,1,4,Les Corts,20,la Maternitat i Sant Ramon,Lloguer mitjà per superfície (Euros/m2 mes),"12,31"
1480,1480,2016,1,4,Les Corts,21,Pedralbes,Lloguer mitjà per superfície (Euros/m2 mes),"15,06"
1481,1481,2016,1,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Lloguer mitjà per superfície (Euros/m2 mes),"11,24"
